customer_id,Email_Interractions,purchaseDate,productid,Product_name,Country,Revenue,Cost
21477,No,2016-01-23 21:58,1020,apple sport watch,United States,219,108.78
955,No,2016-01-25 22:01,1370,fuji digital camera,United States,2000,108.78
16297,No,2016-01-25 22:05,1330,vaddio camera,United States,4000,108.78
79179,No,2016-01-25 22:07,1370,fuji digital camera,United States,2000,108.78
74907,No,2016-01-25 22:07,1360,sony xdcam camera,United States,10000,108.78
19020,No,2016-01-25 22:08,1370,fuji digital camera,United States,2000,108.78
77549,No,2016-01-25 22:11,1370,fuji digital camera,United States,2000,108.78
74907,No,2016-01-25 22:11,1070,apple macbook air computer,United States,1200,108.78
77549,No,2016-01-25 22:13,1070,apple macbook air computer,United States,1200,108.78
1007,No,2016-01-25 22:13,1370,fuji digital camera,United States,2000,108.78
1011,No,2016-01-25 22:14,1330,vaddio camera,United States,4000,108.78
82047,No,2016-01-25 22:14,1370,fuji digital camera,United States,2000,108.78
1021,No,2016-01-25 22:16,1370,fuji digital camera,United States,2000,108.78
1419,No,2016-01-25 22:17,1370,fuji digital camera,United States,2000,108.78
70879,No,2016-01-25 22:22,1370,fuji digital camera,United States,2000,108.78
1007,No,2016-01-25 22:24,1370,fuji digital camera,United States,2000,108.78
1057,No,2016-01-25 22:30,1370,fuji digital camera,United States,2000,108.78
86151,No,2016-01-25 22:30,1370,fuji digital camera,United States,2000,108.78
70879,No,2016-01-25 22:32,1050,DJI phantom drone,United States,1199,108.78
1057,No,2016-01-25 22:33,1050,DJI phantom drone,United States,1199,108.78
76907,No,2016-01-25 22:36,1330,vaddio camera,United Kingdom,4000,108.64
12679,No,2016-01-25 22:38,1370,fuji digital camera,United States,2000,108.78
4079,No,2016-01-25 22:39,1370,fuji digital camera,Canada,2000,108.72
1090,No,2016-01-25 22:41,1370,fuji digital camera,United States,2000,108.78
90170,No,2016-01-25 22:45,1370,fuji digital camera,United States,2000,108.78
1090,No,2016-01-25 22:46,1050,DJI phantom drone,United States,1199,108.78
90170,No,2016-01-25 22:53,1050,DJI phantom drone,United States,1199,108.78
6007,No,2016-01-25 22:54,1370,fuji digital camera,United States,2000,108.78
74005,No,2016-01-25 22:54,1330,vaddio camera,United States,4000,108.78
1165,No,2016-01-25 22:57,1370,fuji digital camera,United States,2000,108.78
74005,No,2016-01-25 22:59,1070,apple macbook air computer,United States,1200,108.78
29251,No,2016-01-25 23:01,1370,fuji digital camera,United States,2000,108.78
86100,No,2016-01-25 23:03,1370,fuji digital camera,United States,2000,108.78
29251,No,2016-01-25 23:06,1050,DJI phantom drone,United States,1199,108.78
29251,No,2016-01-25 23:08,1070,apple macbook air computer,United States,1200,108.78
90170,No,2016-01-25 23:09,1070,apple macbook air computer,United States,1200,108.78
86177,No,2016-01-25 23:09,1370,fuji digital camera,United States,2000,108.78
70201,No,2016-01-25 23:10,1330,vaddio camera,United States,4000,108.78
29251,No,2016-01-25 23:11,1060,GoPro drone ,United States,500,108.78
70201,No,2016-01-25 23:11,1050,DJI phantom drone,United States,1199,108.78
17447,No,2016-01-25 23:13,1370,fuji digital camera,United States,2000,108.78
1225,No,2016-01-25 23:22,1370,fuji digital camera,United States,2000,108.78
26185,No,2016-01-25 23:23,1370,fuji digital camera,United States,2000,108.78
1229,No,2016-01-25 23:24,1370,fuji digital camera,United States,2000,108.78
20481,No,2016-01-25 23:41,1370,fuji digital camera,United States,2000,108.78
88901,No,2016-01-25 23:52,1370,fuji digital camera,United States,2000,108.78
409,No,2016-01-26 00:00,1370,fuji digital camera,United States,2000,108.78
78017,No,2016-01-26 00:25,1370,fuji digital camera,United States,2000,108.78
78017,No,2016-01-26 00:33,1060,GoPro drone ,United States,500,108.78
1075,No,2016-01-26 00:33,1370,fuji digital camera,United States,2000,108.78
44101,No,2016-01-26 01:34,1370,fuji digital camera,United States,2000,108.78
79740,No,2016-01-26 01:40,1370,fuji digital camera,United States,2000,108.78
61707,No,2016-01-26 02:35,1330,vaddio camera,United States,4000,108.78
75905,No,2016-01-26 03:03,1370,fuji digital camera,United States,2000,108.78
75905,No,2016-01-26 03:08,1070,apple macbook air computer,United States,1200,108.78
91479,No,2016-01-26 04:56,1370,fuji digital camera,Australia,2000,108.66
91479,No,2016-01-26 05:00,1070,apple macbook air computer,Australia,1200,108.66
14821,No,2016-01-26 06:53,1370,fuji digital camera,United Kingdom,2000,108.64
2079,No,2016-01-26 08:00,1370,fuji digital camera,Indonesia,2000,101.32
2079,No,2016-01-26 08:11,1070,apple macbook air computer,Indonesia,1200,101.32
60900,No,2016-01-26 08:47,1370,fuji digital camera,United States,2000,108.78
2459,No,2016-01-26 10:37,1330,vaddio camera,United States,4000,108.78
2459,No,2016-01-26 10:41,1050,DJI phantom drone,United States,1199,108.78
2459,No,2016-01-26 10:43,1060,GoPro drone ,United States,500,108.78
91147,No,2016-01-26 11:14,1370,fuji digital camera,Canada,2000,108.72
82080,No,2016-01-26 11:54,1370,fuji digital camera,United States,2000,108.78
2719,No,2016-01-26 12:13,1330,vaddio camera,United Kingdom,4000,108.64
68865,No,2016-01-26 12:38,1370,fuji digital camera,United Kingdom,2000,108.64
2719,No,2016-01-26 12:50,1230,polk audio speakers,United Kingdom,100,108.64
2900,No,2016-01-26 13:03,1370,fuji digital camera,United States,2000,108.78
2900,No,2016-01-26 13:04,1050,DJI phantom drone,United States,1199,108.78
2900,No,2016-01-26 13:05,1070,apple macbook air computer,United States,1200,108.78
70041,No,2016-01-26 13:09,1370,fuji digital camera,United States,2000,108.78
78105,No,2016-01-26 13:24,1330,vaddio camera,United States,4000,108.78
78105,No,2016-01-26 13:26,1050,DJI phantom drone,United States,1199,108.78
87009,No,2016-01-26 13:28,1370,fuji digital camera,Switzerland,2000,103.34
16871,No,2016-01-26 16:09,1370,fuji digital camera,United States,2000,108.78
85147,No,2016-01-26 16:15,1370,fuji digital camera,Germany,2000,108.6
855,No,2016-01-26 17:08,1370,fuji digital camera,United States,2000,108.78
87565,No,2016-01-26 17:32,1110,Sony  65 inch TV,United States,2300,108.78
5560,No,2016-01-26 17:36,1370,fuji digital camera,United States,2000,108.78
79001,No,2016-01-26 17:38,1370,fuji digital camera,United States,2000,108.78
5560,No,2016-01-26 17:39,1070,apple macbook air computer,United States,1200,108.78
25,No,2016-01-26 18:34,1370,fuji digital camera,United Kingdom,2000,108.64
5079,No,2016-01-26 19:19,1370,fuji digital camera,United States,2000,108.78
94019,No,2016-01-26 19:42,1370,fuji digital camera,United States,2000,108.78
4261,No,2016-01-26 20:16,1370,fuji digital camera,United States,2000,108.78
4020,No,2016-01-26 20:49,1370,fuji digital camera,United States,2000,108.78
4001,No,2016-01-26 20:51,1370,fuji digital camera,United States,2000,108.78
4049,No,2016-01-26 20:55,1370,fuji digital camera,United States,2000,108.78
88070,No,2016-01-26 21:57,1370,fuji digital camera,United States,2000,108.78
90050,No,2016-01-26 23:40,1370,fuji digital camera,United States,2000,108.78
87891,No,2016-01-26 23:56,1370,fuji digital camera,Belgium,2000,103.32
4829,No,2016-01-27 00:25,1370,fuji digital camera,United States,2000,108.78
591,No,2016-01-27 00:41,1370,fuji digital camera,United States,2000,108.78
75881,No,2016-01-27 04:56,1370,fuji digital camera,Canada,2000,108.72
75881,No,2016-01-27 04:58,1050,DJI phantom drone,Canada,1199,108.72
5875,No,2016-01-27 07:27,1370,fuji digital camera,Germany,2000,108.6
5529,No,2016-01-27 07:31,1370,fuji digital camera,United Kingdom,2000,108.64
54600,No,2016-01-27 08:50,1330,vaddio camera,United States,4000,108.78
54600,No,2016-01-27 08:52,1050,DJI phantom drone,United States,1199,108.78
5505,No,2016-01-27 09:10,1370,fuji digital camera,Trinidad and Tobago,2000,101.5
5505,No,2016-01-27 09:19,1070,apple macbook air computer,Trinidad and Tobago,1200,101.5
81925,No,2016-01-27 09:34,1370,fuji digital camera,United States,2000,108.78
89049,No,2016-01-27 09:39,1370,fuji digital camera,United States,2000,108.78
75715,No,2016-01-27 09:57,1370,fuji digital camera,United Kingdom,2000,108.64
90079,No,2016-01-27 10:51,1370,fuji digital camera,Thailand,2000,103.3
6020,No,2016-01-27 11:32,1330,vaddio camera,United States,4000,108.78
6020,No,2016-01-27 11:37,1050,DJI phantom drone,United States,1199,108.78
20007,No,2016-01-27 11:38,1370,fuji digital camera,United States,2000,108.78
27559,No,2016-01-27 11:47,1370,fuji digital camera,United States,2000,108.78
20007,No,2016-01-27 11:48,1060,GoPro drone ,United States,500,108.78
29027,No,2016-01-27 12:01,1370,fuji digital camera,United States,2000,108.78
6009,No,2016-01-27 13:35,1370,fuji digital camera,United States,2000,108.78
6009,No,2016-01-27 13:37,1060,GoPro drone ,United States,500,108.78
95975,No,2016-01-27 14:07,1370,fuji digital camera,Belgium,2000,103.32
6477,No,2016-01-27 14:37,1360,sony xdcam camera,United States,10000,108.78
6477,No,2016-01-27 14:40,1050,DJI phantom drone,United States,1199,108.78
56257,No,2016-01-27 14:46,1370,fuji digital camera,Germany,2000,108.6
8669,No,2016-01-27 14:50,1370,fuji digital camera,United States,2000,108.78
6601,No,2016-01-27 15:40,1370,fuji digital camera,United States,2000,108.78
26701,No,2016-01-27 17:47,1370,fuji digital camera,United States,2000,108.78
6971,No,2016-01-27 18:31,1370,fuji digital camera,United States,2000,108.78
7091,No,2016-01-27 19:45,1370,fuji digital camera,Canada,2000,108.72
86680,No,2016-01-27 21:00,1370,fuji digital camera,United States,2000,108.78
70901,No,2016-01-27 21:06,1370,fuji digital camera,United States,2000,108.78
97289,No,2016-01-27 21:11,1370,fuji digital camera,Australia,2000,108.66
22877,No,2016-01-27 21:22,1370,fuji digital camera,United States,2000,108.78
580,No,2016-01-27 21:23,1370,fuji digital camera,United States,2000,108.78
86415,No,2016-01-27 21:25,1370,fuji digital camera,United States,2000,108.78
90470,No,2016-01-27 21:26,1370,fuji digital camera,United Kingdom,2000,108.64
22877,No,2016-01-27 21:28,1050,DJI phantom drone,United States,1199,108.78
86415,No,2016-01-27 21:29,1050,DJI phantom drone,United States,1199,108.78
7282,No,2016-01-27 21:33,1370,fuji digital camera,Australia,2000,108.66
7298,No,2016-01-27 21:39,1370,fuji digital camera,United States,2000,108.78
7000,No,2016-01-27 21:39,1370,fuji digital camera,United States,2000,108.78
7002,No,2016-01-27 21:39,1330,vaddio camera,United States,4000,108.78
90491,No,2016-01-27 21:51,1370,fuji digital camera,United States,2000,108.78
90470,No,2016-01-27 22:00,1020,apple sport watch,United Kingdom,219,108.64
7056,No,2016-01-27 22:17,1370,fuji digital camera,United States,2000,108.78
76825,No,2016-01-27 22:30,1370,fuji digital camera,United States,2000,108.78
10840,No,2016-01-27 22:31,1370,fuji digital camera,United States,2000,108.78
88770,No,2016-01-27 22:33,1370,fuji digital camera,United States,2000,108.78
80845,No,2016-01-27 22:55,1370,fuji digital camera,United States,2000,108.78
5020,No,2016-01-27 23:50,1330,vaddio camera,United States,4000,108.78
54779,No,2016-01-28 00:09,1370,fuji digital camera,United States,2000,108.78
18490,No,2016-01-28 00:10,1370,fuji digital camera,United States,2000,108.78
7649,No,2016-01-28 01:15,1370,fuji digital camera,United States,2000,108.78
67700,No,2016-01-28 02:53,1110,Sony  65 inch TV,United States,2300,108.78
14675,No,2016-01-28 05:25,1330,vaddio camera,Canada,4000,108.72
59040,No,2016-01-28 05:29,1370,fuji digital camera,France,2000,108.56
57671,No,2016-01-28 06:35,1370,fuji digital camera,United States,2000,108.78
87827,No,2016-01-28 07:10,1370,fuji digital camera,United States,2000,108.78
87827,No,2016-01-28 07:15,1050,DJI phantom drone,United States,1199,108.78
8119,No,2016-01-28 07:56,1370,fuji digital camera,Ireland,2000,103.36
8100,No,2016-01-28 08:00,1370,fuji digital camera,United States,2000,108.78
517,No,2016-01-28 09:37,1370,fuji digital camera,Australia,2000,108.66
28245,No,2016-01-28 10:38,1370,fuji digital camera,Spain,2000,101.34
8471,No,2016-01-28 11:23,1370,fuji digital camera,United States,2000,108.78
81141,No,2016-01-28 12:14,1050,DJI phantom drone,United States,1199,108.78
98140,No,2016-01-28 12:15,1370,fuji digital camera,United States,2000,108.78
8617,No,2016-01-28 12:33,1370,fuji digital camera,Canada,2000,108.72
8779,No,2016-01-28 13:56,1370,fuji digital camera,United States,2000,108.78
15816,No,2016-01-28 14:11,1330,vaddio camera,United States,4000,108.78
609,No,2016-01-28 14:16,1370,fuji digital camera,United States,2000,108.78
15816,No,2016-01-28 14:24,1070,apple macbook air computer,United States,1200,108.78
15816,No,2016-01-28 14:24,1060,GoPro drone ,United States,500,108.78
65607,No,2016-01-28 14:25,1370,fuji digital camera,Denmark,2000,108.62
8827,No,2016-01-28 14:27,1370,fuji digital camera,United States,2000,108.78
8821,No,2016-01-28 14:30,1370,fuji digital camera,United States,2000,108.78
1190,No,2016-01-28 14:56,1370,fuji digital camera,United States,2000,108.78
8969,No,2016-01-28 15:34,1370,fuji digital camera,United Kingdom,2000,108.64
56267,No,2016-01-28 15:35,1370,fuji digital camera,United States,2000,108.78
8971,No,2016-01-28 15:37,1330,vaddio camera,United States,4000,108.78
8060,No,2016-01-28 16:03,1330,vaddio camera,United Kingdom,4000,108.64
17511,No,2016-01-28 16:06,1370,fuji digital camera,United States,2000,108.78
17511,No,2016-01-28 16:08,1050,DJI phantom drone,United States,1199,108.78
9007,No,2016-01-28 16:15,1370,fuji digital camera,United States,2000,108.78
9060,No,2016-01-28 16:24,1370,fuji digital camera,United Kingdom,2000,108.64
657,No,2016-01-28 16:31,1370,fuji digital camera,New Zealand,2000,103.24
9100,No,2016-01-28 16:41,1370,fuji digital camera,United States,2000,108.78
98869,No,2016-01-28 17:17,1330,vaddio camera,Australia,4000,108.66
9180,No,2016-01-28 17:29,1370,fuji digital camera,Denmark,2000,108.62
7745,No,2016-01-28 17:53,1370,fuji digital camera,United States,2000,108.78
9217,No,2016-01-28 17:54,1330,vaddio camera,United States,4000,108.78
150,No,2016-01-28 18:10,1370,fuji digital camera,Australia,2000,108.66
150,No,2016-01-28 18:16,1070,apple macbook air computer,Australia,1200,108.66
70000,No,2016-01-28 18:47,1370,fuji digital camera,Australia,2000,108.66
9005,No,2016-01-28 18:53,1370,fuji digital camera,United States,2000,108.78
9005,No,2016-01-28 19:01,1060,GoPro drone ,United States,500,108.78
80200,No,2016-01-28 19:05,1370,fuji digital camera,United States,2000,108.78
80200,No,2016-01-28 19:15,1060,GoPro drone ,United States,500,108.78
1100,No,2016-01-28 20:20,1370,fuji digital camera,United States,2000,108.78
27187,No,2016-01-28 20:40,1370,fuji digital camera,Hong Kong,2000,103.38
28147,No,2016-01-28 20:44,1370,fuji digital camera,United States,2000,108.78
28147,No,2016-01-28 20:46,1050,DJI phantom drone,United States,1199,108.78
9529,No,2016-01-28 20:49,1370,fuji digital camera,United States,2000,108.78
28107,No,2016-01-28 21:03,1370,fuji digital camera,United States,2000,108.78
95211,No,2016-01-28 21:04,1370,fuji digital camera,United States,2000,108.78
8100,No,2016-01-28 21:12,1050,DJI phantom drone,United States,1199,108.78
9605,No,2016-01-28 21:40,1370,fuji digital camera,United States,2000,108.78
77240,No,2016-01-28 21:41,1370,fuji digital camera,United States,2000,108.78
9605,No,2016-01-28 21:46,1050,DJI phantom drone,United States,1199,108.78
5525,No,2016-01-28 21:56,1330,vaddio camera,United States,4000,108.78
5525,No,2016-01-28 21:58,1070,apple macbook air computer,United States,1200,108.78
9647,No,2016-01-28 22:00,1370,fuji digital camera,Canada,2000,108.72
9655,No,2016-01-28 22:03,1370,fuji digital camera,United States,2000,108.78
61599,No,2016-01-28 22:12,1330,vaddio camera,United States,4000,108.78
80459,No,2016-01-28 22:23,1370,fuji digital camera,Australia,2000,108.66
80459,No,2016-01-28 22:30,1050,DJI phantom drone,Australia,1199,108.66
9719,No,2016-01-28 22:40,1370,fuji digital camera,United States,2000,108.78
9719,No,2016-01-28 22:52,1050,DJI phantom drone,United States,1199,108.78
92845,No,2016-01-28 22:54,1330,vaddio camera,United Kingdom,4000,108.64
9775,No,2016-01-28 23:13,1370,fuji digital camera,United States,2000,108.78
5605,No,2016-01-28 23:27,1370,fuji digital camera,United States,2000,108.78
77127,No,2016-01-28 23:47,1330,vaddio camera,United Arab Emirates,4000,103.5
9800,No,2016-01-28 23:48,1370,fuji digital camera,United States,2000,108.78
40211,No,2016-01-28 23:51,1370,fuji digital camera,United States,2000,108.78
77127,No,2016-01-28 23:52,1070,apple macbook air computer,United Arab Emirates,1200,103.5
80159,No,2016-01-29 01:14,1370,fuji digital camera,United States,2000,108.78
9957,No,2016-01-29 02:22,1370,fuji digital camera,United States,2000,108.78
9995,No,2016-01-29 02:30,1330,vaddio camera,New Zealand,4000,103.24
505,No,2016-01-29 02:38,1330,vaddio camera,New Zealand,4000,103.24
95261,No,2016-01-29 03:50,1370,fuji digital camera,United Kingdom,2000,108.64
44040,No,2016-01-29 04:57,1370,fuji digital camera,Australia,2000,108.66
97815,No,2016-01-29 05:33,1370,fuji digital camera,Australia,2000,108.66
40269,No,2016-01-29 06:57,1330,vaddio camera,United States,4000,108.78
40269,No,2016-01-29 06:58,1070,apple macbook air computer,United States,1200,108.78
40049,No,2016-01-29 08:19,1370,fuji digital camera,United States,2000,108.78
40097,No,2016-01-29 09:02,1110,Sony  65 inch TV,Canada,2300,108.72
8000,No,2016-01-29 09:28,1330,vaddio camera,United Kingdom,4000,108.64
40459,No,2016-01-29 10:08,1370,fuji digital camera,United States,2000,108.78
40519,No,2016-01-29 10:10,1330,vaddio camera,United States,4000,108.78
40501,No,2016-01-29 10:16,1370,fuji digital camera,Italy,2000,108.8
1089,No,2016-01-29 10:35,1370,fuji digital camera,United States,2000,108.78
91489,No,2016-01-29 10:38,1370,fuji digital camera,United States,2000,108.78
50900,No,2016-01-29 10:38,1370,fuji digital camera,United States,2000,108.78
2229,No,2016-01-29 10:58,1370,fuji digital camera,United States,2000,108.78
52079,No,2016-01-29 11:16,1370,fuji digital camera,Canada,2000,108.72
40651,No,2016-01-29 11:26,1370,fuji digital camera,United States,2000,108.78
91407,No,2016-01-29 11:27,1370,fuji digital camera,Canada,2000,108.72
87025,No,2016-01-29 11:28,1370,fuji digital camera,United States,2000,108.78
40657,No,2016-01-29 11:29,1370,fuji digital camera,United States,2000,108.78
40687,No,2016-01-29 11:41,1370,fuji digital camera,United Kingdom,2000,108.64
52245,No,2016-01-29 11:46,1370,fuji digital camera,United States,2000,108.78
40697,No,2016-01-29 11:51,1370,fuji digital camera,United States,2000,108.78
40711,No,2016-01-29 11:52,1370,fuji digital camera,United States,2000,108.78
40717,No,2016-01-29 11:55,1370,fuji digital camera,Hong Kong,2000,103.38
40727,No,2016-01-29 11:58,1330,vaddio camera,United States,4000,108.78
40729,No,2016-01-29 11:59,1370,fuji digital camera,United States,2000,108.78
40749,No,2016-01-29 12:12,1370,fuji digital camera,United Kingdom,2000,108.64
79700,No,2016-01-29 12:16,1370,fuji digital camera,United States,2000,108.78
74755,No,2016-01-29 12:31,1370,fuji digital camera,United States,2000,108.78
74755,No,2016-01-29 12:35,1050,DJI phantom drone,United States,1199,108.78
95409,No,2016-01-29 12:43,1330,vaddio camera,Malaysia,4000,103.4
40729,No,2016-01-29 12:58,1050,DJI phantom drone,United States,1199,108.78
4019,No,2016-01-29 12:58,1370,fuji digital camera,United States,2000,108.78
22421,No,2016-01-29 13:04,1370,fuji digital camera,United Kingdom,2000,108.64
71677,No,2016-01-29 13:15,1330,vaddio camera,Netherlands,4000,108.58
40947,No,2016-01-29 13:16,1370,fuji digital camera,United States,2000,108.78
40947,No,2016-01-29 13:21,1070,apple macbook air computer,United States,1200,108.78
80020,No,2016-01-29 13:24,1050,DJI phantom drone,Australia,1199,108.66
78211,No,2016-01-29 13:25,1370,fuji digital camera,United States,2000,108.78
40975,No,2016-01-29 13:25,1330,vaddio camera,United States,4000,108.78
80020,No,2016-01-29 13:27,1070,apple macbook air computer,Australia,1200,108.66
78211,No,2016-01-29 13:30,1060,GoPro drone ,United States,500,108.78
40989,No,2016-01-29 13:33,1330,vaddio camera,Germany,4000,108.6
10000,No,2016-01-29 13:35,1370,fuji digital camera,United States,2000,108.78
91020,No,2016-01-29 13:58,1370,fuji digital camera,United States,2000,108.78
41050,No,2016-01-29 14:03,1370,fuji digital camera,United States,2000,108.78
41071,No,2016-01-29 14:08,1370,fuji digital camera,United States,2000,108.78
41070,No,2016-01-29 14:22,1070,apple macbook air computer,United States,1200,108.78
41101,No,2016-01-29 14:32,1370,fuji digital camera,United Arab Emirates,2000,103.5
41171,No,2016-01-29 14:49,1370,fuji digital camera,United Kingdom,2000,108.64
41191,No,2016-01-29 15:00,1370,fuji digital camera,United States,2000,108.78
24000,No,2016-01-29 15:01,1370,fuji digital camera,Canada,2000,108.72
89770,No,2016-01-29 15:02,1370,fuji digital camera,United States,2000,108.78
41161,No,2016-01-29 15:05,1370,fuji digital camera,United States,2000,108.78
41205,No,2016-01-29 15:08,1370,fuji digital camera,United Kingdom,2000,108.64
41257,No,2016-01-29 15:25,1370,fuji digital camera,United Kingdom,2000,108.64
41919,No,2016-01-29 15:29,1370,fuji digital camera,United States,2000,108.78
41257,No,2016-01-29 15:36,1050,DJI phantom drone,United Kingdom,1199,108.64
41597,No,2016-01-29 16:00,1370,fuji digital camera,United States,2000,108.78
55787,No,2016-01-29 16:01,1370,fuji digital camera,United States,2000,108.78
5965,No,2016-01-29 16:04,1370,fuji digital camera,United States,2000,108.78
82599,No,2016-01-29 16:21,1370,fuji digital camera,United States,2000,108.78
41709,No,2016-01-29 16:28,1370,fuji digital camera,United States,2000,108.78
89240,No,2016-01-29 16:29,1370,fuji digital camera,United States,2000,108.78
41797,No,2016-01-29 16:38,1370,fuji digital camera,United States,2000,108.78
41801,No,2016-01-29 16:47,1370,fuji digital camera,Canada,2000,108.72
41801,No,2016-01-29 16:50,1050,DJI phantom drone,Canada,1199,108.72
41801,No,2016-01-29 16:53,1070,apple macbook air computer,Canada,1200,108.72
41871,No,2016-01-29 16:54,1370,fuji digital camera,United States,2000,108.78
41907,No,2016-01-29 17:07,1370,fuji digital camera,United States,2000,108.78
1269,No,2016-01-29 17:09,1370,fuji digital camera,Canada,2000,108.72
41920,No,2016-01-29 17:10,1370,fuji digital camera,United States,2000,108.78
78005,No,2016-01-29 17:15,1330,vaddio camera,United States,4000,108.78
59477,No,2016-01-29 17:21,1370,fuji digital camera,United States,2000,108.78
78005,No,2016-01-29 17:21,1070,apple macbook air computer,United States,1200,108.78
41959,No,2016-01-29 17:23,1370,fuji digital camera,New Zealand,2000,103.24
41961,No,2016-01-29 17:23,1370,fuji digital camera,United Kingdom,2000,108.64
41965,No,2016-01-29 17:25,1370,fuji digital camera,Ireland,2000,103.36
625,No,2016-01-29 17:33,1370,fuji digital camera,Canada,2000,108.72
42017,No,2016-01-29 17:47,1370,fuji digital camera,United States,2000,108.78
56809,No,2016-01-29 17:51,1370,fuji digital camera,United States,2000,108.78
12640,No,2016-01-29 17:53,1370,fuji digital camera,United Kingdom,2000,108.64
62889,No,2016-01-29 17:56,1370,fuji digital camera,Canada,2000,108.72
56809,No,2016-01-29 17:58,1070,apple macbook air computer,United States,1200,108.78
42109,No,2016-01-29 17:59,1370,fuji digital camera,United States,2000,108.78
40010,No,2016-01-29 18:04,1370,fuji digital camera,United States,2000,108.78
70220,No,2016-01-29 18:11,1370,fuji digital camera,United States,2000,108.78
42209,No,2016-01-29 18:12,1330,vaddio camera,United States,4000,108.78
70220,No,2016-01-29 18:14,1050,DJI phantom drone,United States,1199,108.78
70220,No,2016-01-29 18:16,1070,apple macbook air computer,United States,1200,108.78
80420,No,2016-01-29 18:20,1370,fuji digital camera,United Kingdom,2000,108.64
96645,No,2016-01-29 18:20,1370,fuji digital camera,United Kingdom,2000,108.64
42050,No,2016-01-29 18:27,1370,fuji digital camera,United States,2000,108.78
7647,No,2016-01-29 18:30,1370,fuji digital camera,United States,2000,108.78
77047,No,2016-01-29 18:36,1370,fuji digital camera,United States,2000,108.78
78601,No,2016-01-29 18:40,1370,fuji digital camera,United States,2000,108.78
88709,No,2016-01-29 18:47,1370,fuji digital camera,United States,2000,108.78
42459,No,2016-01-29 18:49,1370,fuji digital camera,United States,2000,108.78
201,No,2016-01-29 18:56,1370,fuji digital camera,United States,2000,108.78
87575,No,2016-01-29 18:58,1370,fuji digital camera,United States,2000,108.78
47895,No,2016-01-29 18:59,1330,vaddio camera,United Kingdom,4000,108.64
70617,No,2016-01-29 19:01,1370,fuji digital camera,United States,2000,108.78
70617,No,2016-01-29 19:06,1070,apple macbook air computer,United States,1200,108.78
42550,No,2016-01-29 19:12,1370,fuji digital camera,United States,2000,108.78
2841,No,2016-01-29 19:28,1370,fuji digital camera,United States,2000,108.78
90101,No,2016-01-29 19:31,1370,fuji digital camera,United States,2000,108.78
96920,No,2016-01-29 19:35,1370,fuji digital camera,United States,2000,108.78
14057,No,2016-01-29 19:36,1370,fuji digital camera,United States,2000,108.78
6867,No,2016-01-29 19:46,1370,fuji digital camera,United States,2000,108.78
