customer_id,create_date,first_promo_date,email1,email2,email3,email4,email5,email6,email7
40815,2016-01-03 18:32:10,2016-01-07 18:32:10,0,0,0,0,0,0,0
44020,2016-01-03 20:14:30,2016-01-07 20:14:30,0,0,0,0,0,0,0
44040,2016-01-03 20:22:51,NULL,0,0,0,0,0,0,0
44101,2016-01-03 20:39:49,2016-01-07 20:39:49,0,0,0,0,0,0,0
44277,2016-01-03 21:50:20,2016-01-07 21:50:20,0,0,0,0,0,0,0
44029,2016-01-03 22:13:43,2016-01-07 22:13:43,0,0,0,0,0,0,0
44601,2016-01-04 00:14:23,NULL,0,0,0,0,0,0,0
45067,2016-01-04 07:58:43,NULL,0,0,0,0,0,0,0
45060,2016-01-04 07:52:53,NULL,0,0,0,0,0,0,0
46577,2016-01-04 10:42:17,2016-01-08 10:42:17,0,0,0,0,0,0,0
46560,2016-01-04 10:38:41,NULL,0,0,0,0,0,0,0
46751,2016-01-04 11:14:05,2016-01-08 11:14:05,0,0,0,0,0,0,0
47551,2016-01-04 13:41:18,2016-01-08 13:41:18,0,0,0,0,0,0,0
47895,2016-01-04 15:08:25,NULL,0,0,0,0,0,0,0
47851,2016-01-04 14:54:11,2016-01-08 14:54:11,0,0,0,0,0,0,0
47985,2016-01-04 15:29:57,2016-01-08 15:29:57,0,0,0,0,0,0,0
48247,2016-01-04 17:04:12,NULL,0,0,0,0,0,0,0
48007,2016-01-04 17:20:07,2016-01-08 17:20:07,0,0,0,0,0,0,0
48541,2016-01-04 18:30:26,2016-01-08 18:30:26,0,0,0,0,0,0,0
49001,2016-01-05 00:02:05,2016-01-09 00:02:05,0,0,0,0,0,0,0
49807,2016-01-05 05:17:28,NULL,0,0,0,0,0,0,0
50019,2016-01-05 07:08:10,NULL,0,0,0,0,0,0,0
50080,2016-01-05 09:54:29,2016-01-09 09:54:29,0,0,0,0,0,0,0
50801,2016-01-05 12:24:13,2016-01-09 12:24:13,0,0,0,0,0,0,0
50900,2016-01-05 12:53:13,2016-01-09 12:53:13,0,0,0,0,0,0,0
51121,2016-01-05 13:55:17,2016-01-09 13:55:17,0,0,0,0,0,0,0
51097,2016-01-05 16:02:25,2016-01-09 16:02:25,0,0,0,0,0,0,0
51785,2016-01-05 18:29:34,NULL,0,0,0,0,0,0,0
51811,2016-01-05 18:41:20,2016-01-09 18:41:20,0,0,0,0,0,0,0
52011,2016-01-05 20:02:17,2016-01-09 20:02:17,0,0,0,0,0,0,0
52141,2016-01-05 20:57:30,2016-01-09 20:57:30,0,0,0,0,0,0,0
52245,2016-01-05 21:44:57,2016-01-09 21:44:57,0,0,0,0,0,0,0
52079,2016-01-05 22:41:07,NULL,0,0,0,0,0,0,0
50810,2016-01-06 06:49:12,NULL,0,0,0,0,0,0,0
54019,2016-01-06 08:38:52,2016-01-10 08:38:52,0,0,0,0,0,0,0
54209,2016-01-06 10:04:01,2016-01-10 10:04:01,0,0,0,0,0,0,0
54259,2016-01-06 10:33:17,2016-01-10 10:33:17,0,0,0,0,0,0,0
54045,2016-01-06 11:15:35,2016-01-10 11:15:35,0,0,0,0,0,0,0
54467,2016-01-06 12:12:05,2016-01-10 12:12:05,0,0,0,0,0,0,0
54571,2016-01-06 12:54:59,2016-01-10 12:54:59,0,0,0,0,0,0,0
54600,2016-01-06 13:09:10,2016-01-10 13:09:10,0,0,0,0,0,0,0
54779,2016-01-06 14:23:25,2016-01-10 14:23:25,0,0,0,0,0,0,0
55005,2016-01-06 18:36:44,2016-01-10 18:36:44,0,0,0,0,0,0,0
55545,2016-01-06 20:41:19,2016-01-10 20:41:19,0,0,0,0,0,0,0
55609,2016-01-06 21:10:11,NULL,0,0,0,0,0,0,0
55640,2016-01-06 21:30:08,2016-01-10 21:30:08,0,0,0,0,0,0,0
55787,2016-01-06 22:40:48,2016-01-10 22:40:48,0,0,0,0,0,0,0
55965,2016-01-07 00:16:00,2016-01-11 00:16:00,0,0,0,0,0,0,0
56017,2016-01-07 00:48:06,2016-01-11 00:48:06,0,0,0,0,0,0,0
56267,2016-01-07 03:55:49,2016-01-11 03:55:49,0,0,0,0,0,0,0
56257,2016-01-07 03:48:56,NULL,0,0,0,0,0,0,0
56280,2016-01-07 04:15:32,NULL,0,0,0,0,0,0,0
56005,2016-01-07 04:51:22,2016-01-11 04:51:22,0,0,0,0,0,0,0
56605,2016-01-07 08:35:03,NULL,0,0,0,0,0,0,0
56869,2016-01-07 10:33:43,2016-01-11 10:33:43,0,0,0,0,0,0,0
56809,2016-01-07 10:00:52,2016-01-11 10:00:52,0,0,0,0,0,0,0
57445,2016-01-07 14:44:07,2016-01-11 14:44:07,0,0,0,0,0,0,0
57510,2016-01-07 15:13:38,2016-01-11 15:13:38,0,0,0,0,0,0,0
57540,2016-01-07 15:32:34,NULL,0,0,0,0,0,0,0
57671,2016-01-07 16:34:50,2016-01-11 16:34:50,0,0,0,0,0,0,0
58247,2016-01-07 21:05:07,NULL,0,0,0,0,0,0,0
58507,2016-01-07 23:09:14,2016-01-11 23:09:14,0,0,0,0,0,0,0
58505,2016-01-07 23:08:53,2016-01-11 23:08:53,0,0,0,0,0,0,0
59211,2016-01-08 00:29:39,2016-01-12 00:29:39,0,0,0,0,0,0,0
59040,2016-01-08 00:55:29,NULL,0,0,0,0,0,0,0
59400,2016-01-08 01:15:22,2016-01-12 01:15:22,0,0,0,0,0,0,0
59477,2016-01-08 02:05:47,2016-01-12 02:05:47,0,0,0,0,0,0,0
59841,2016-01-08 07:20:40,NULL,0,0,0,0,0,0,0
59925,2016-01-08 08:08:09,2016-01-12 08:08:09,0,0,0,0,0,0,0
60501,2016-01-08 12:53:02,2016-01-12 12:53:02,0,0,0,0,0,0,0
60677,2016-01-08 13:47:09,NULL,0,0,0,0,0,0,0
60900,2016-01-08 15:32:58,2016-01-12 15:32:58,0,0,0,0,0,0,0
61101,2016-01-08 17:14:17,NULL,0,0,0,0,0,0,0
61599,2016-01-08 20:53:45,2016-01-12 20:53:45,0,0,0,0,0,0,0
61707,2016-01-08 22:03:10,2016-01-12 22:03:10,0,0,0,0,0,0,0
62089,2016-01-09 01:56:42,2016-01-13 01:56:42,0,0,0,0,0,0,0
62615,2016-01-09 09:33:46,NULL,0,0,0,0,0,0,0
62779,2016-01-09 10:48:24,2016-01-13 10:48:24,0,0,0,0,0,0,0
62889,2016-01-09 11:38:43,NULL,0,0,0,0,0,0,0
60079,2016-01-09 15:32:43,2016-01-13 15:32:43,0,0,0,0,0,0,0
64029,2016-01-09 21:36:43,2016-01-13 21:36:43,0,0,0,0,0,0,0
64201,2016-01-09 23:06:57,2016-01-13 23:06:57,0,0,0,0,0,0,0
65155,2016-01-10 10:02:42,2016-01-14 10:02:42,0,0,0,0,0,0,0
65607,2016-01-10 13:38:02,NULL,0,0,0,0,0,0,0
66091,2016-01-10 19:37:50,2016-01-14 19:37:50,0,0,0,0,0,0,0
66419,2016-01-10 19:42:43,2016-01-14 19:42:43,0,0,0,0,0,0,0
67700,2016-01-11 00:13:04,2016-01-15 00:13:04,0,0,0,0,0,0,0
67947,2016-01-11 01:56:41,NULL,0,0,0,0,0,0,0
67907,2016-01-11 01:47:20,2016-01-15 01:47:20,0,0,0,0,0,0,0
68865,2016-01-11 10:44:12,NULL,0,0,0,0,0,0,0
68879,2016-01-11 10:46:24,2016-01-15 10:46:24,0,0,0,0,0,0,0
69199,2016-01-11 12:50:13,NULL,0,0,0,0,0,0,0
69740,2016-01-11 16:07:43,2016-01-15 16:07:43,0,0,0,0,0,0,0
69795,2016-01-11 16:33:02,2016-01-15 16:33:02,0,0,0,0,0,0,0
70645,2016-01-11 22:53:09,NULL,0,0,0,0,0,0,0
70801,2016-01-12 00:24:37,2016-01-16 00:24:37,0,0,0,0,0,0,0
71677,2016-01-12 09:30:26,NULL,0,0,0,0,0,0,0
72169,2016-01-12 13:19:15,2016-01-16 13:19:15,0,0,0,0,0,0,0
72207,2016-01-12 13:46:43,NULL,0,0,0,0,0,0,0
72750,2016-01-12 17:31:09,2016-01-16 17:31:09,0,0,0,0,0,0,0
72840,2016-01-12 18:07:20,2016-01-16 18:07:20,0,0,0,0,0,0,0
72911,2016-01-12 18:35:48,2016-01-16 18:35:48,0,0,0,0,0,0,0
72975,2016-01-12 18:55:05,2016-01-16 18:55:05,0,0,0,0,0,0,0
72941,2016-01-12 18:48:11,2016-01-16 18:48:11,0,0,0,0,0,0,0
70020,2016-01-12 19:02:01,NULL,0,0,0,0,0,0,0
70129,2016-01-12 19:15:13,NULL,0,0,0,0,0,0,0
70041,2016-01-12 19:38:07,2016-01-16 19:38:07,0,0,0,0,0,0,0
70000,2016-01-12 19:36:06,NULL,0,0,0,0,0,0,0
70201,2016-01-12 19:25:04,2016-01-16 19:25:04,0,0,0,0,0,0,0
70220,2016-01-12 19:27:33,2016-01-16 19:27:33,0,0,0,0,0,0,0
70060,2016-01-12 19:41:14,2016-01-16 19:41:14,0,0,0,0,0,0,0
70457,2016-01-12 19:51:07,2016-01-16 19:51:07,0,0,0,0,0,0,0
70417,2016-01-12 19:47:18,2016-01-16 19:47:18,0,0,0,0,0,0,0
70079,2016-01-12 19:43:13,NULL,0,0,0,0,0,0,0
70545,2016-01-12 20:01:11,2016-01-16 20:01:11,0,0,0,0,0,0,0
70540,2016-01-12 20:00:56,NULL,0,0,0,0,0,0,0
70671,2016-01-12 20:15:30,NULL,0,0,0,0,0,0,0
70617,2016-01-12 20:09:33,2016-01-16 20:09:33,0,0,0,0,0,0,0
70550,2016-01-12 20:02:55,NULL,0,0,0,0,0,0,0
70581,2016-01-12 20:05:43,2016-01-16 20:05:43,0,0,0,0,0,0,0
70879,2016-01-12 20:36:50,2016-01-16 20:36:50,0,0,0,0,0,0,0
70780,2016-01-12 20:26:57,NULL,0,0,0,0,0,0,0
74005,2016-01-12 20:56:23,2016-01-16 20:56:23,0,0,0,0,0,0,0
74011,2016-01-12 20:51:39,2016-01-16 20:51:39,0,0,0,0,0,0,0
70979,2016-01-12 20:48:20,NULL,0,0,0,0,0,0,0
70971,2016-01-12 20:48:03,2016-01-16 20:48:03,0,0,0,0,0,0,0
70981,2016-01-12 20:48:24,2016-01-16 20:48:24,0,0,0,0,0,0,0
70901,2016-01-12 20:45:23,2016-01-16 20:45:23,0,0,0,0,0,0,0
74825,2016-01-12 22:58:02,2016-01-16 22:58:02,0,0,0,0,0,0,0
74879,2016-01-12 23:12:09,2016-01-16 23:12:09,0,0,0,0,0,0,0
74849,2016-01-12 23:05:00,NULL,0,0,0,0,0,0,0
74587,2016-01-12 22:17:19,2016-01-16 22:17:19,0,0,0,0,0,0,0
74755,2016-01-12 22:45:26,2016-01-16 22:45:26,0,0,0,0,0,0,0
74059,2016-01-12 21:42:20,NULL,0,0,0,0,0,0,0
74299,2016-01-12 21:35:53,NULL,0,0,0,0,0,0,0
74050,2016-01-12 21:41:42,NULL,0,0,0,0,0,0,0
74219,2016-01-12 21:24:43,2016-01-16 21:24:43,0,0,0,0,0,0,0
74105,2016-01-12 21:06:57,2016-01-16 21:06:57,0,0,0,0,0,0,0
74907,2016-01-12 23:26:21,2016-01-16 23:26:21,0,0,0,0,0,0,0
74957,2016-01-12 23:31:57,2016-01-16 23:31:57,0,0,0,0,0,0,0
75009,2016-01-13 00:56:07,2016-01-17 00:56:07,0,0,0,0,0,0,0
75410,2016-01-13 01:08:22,2016-01-17 01:08:22,0,0,0,0,0,0,0
75529,2016-01-13 01:31:33,2016-01-17 01:31:33,0,0,0,0,0,0,0
75509,2016-01-13 01:26:51,2016-01-17 01:26:51,0,0,0,0,0,0,0
75600,2016-01-13 01:48:24,NULL,0,0,0,0,0,0,0
75715,2016-01-13 02:18:18,NULL,0,0,0,0,0,0,0
75719,2016-01-13 02:19:52,NULL,0,0,0,0,0,0,0
75921,2016-01-13 03:17:08,2016-01-17 03:17:08,0,0,0,0,0,0,0
75881,2016-01-13 03:02:00,NULL,0,0,0,0,0,0,0
75905,2016-01-13 03:20:22,2016-01-17 03:20:22,0,0,0,0,0,0,0
75967,2016-01-13 03:30:04,2016-01-17 03:30:04,0,0,0,0,0,0,0
76049,2016-01-13 03:56:21,NULL,0,0,0,0,0,0,0
76067,2016-01-13 05:34:35,2016-01-17 05:34:35,0,0,0,0,0,0,0
76865,2016-01-13 08:17:42,2016-01-17 08:17:42,0,0,0,0,0,0,0
76825,2016-01-13 08:06:24,2016-01-17 08:06:24,0,0,0,0,0,0,0
76907,2016-01-13 08:36:59,NULL,0,0,0,0,0,0,0
76921,2016-01-13 08:33:40,2016-01-17 08:33:40,0,0,0,0,0,0,0
77127,2016-01-13 09:21:56,NULL,0,0,0,0,0,0,0
77265,2016-01-13 09:52:58,2016-01-17 09:52:58,0,0,0,0,0,0,0
77240,2016-01-13 09:50:53,2016-01-17 09:50:53,0,0,0,0,0,0,0
77415,2016-01-13 10:20:50,2016-01-17 10:20:50,0,0,0,0,0,0,0
77047,2016-01-13 10:04:40,2016-01-17 10:04:40,0,0,0,0,0,0,0
77507,2016-01-13 10:44:11,2016-01-17 10:44:11,0,0,0,0,0,0,0
77549,2016-01-13 10:45:29,2016-01-17 10:45:29,0,0,0,0,0,0,0
77651,2016-01-13 11:02:06,NULL,0,0,0,0,0,0,0
77629,2016-01-13 10:59:23,2016-01-17 10:59:23,0,0,0,0,0,0,0
78017,2016-01-13 12:16:19,2016-01-17 12:16:19,0,0,0,0,0,0,0
78105,2016-01-13 12:37:45,2016-01-17 12:37:45,0,0,0,0,0,0,0
78211,2016-01-13 13:07:13,2016-01-17 13:07:13,0,0,0,0,0,0,0
78005,2016-01-13 13:37:18,2016-01-17 13:37:18,0,0,0,0,0,0,0
78409,2016-01-13 14:04:26,NULL,0,0,0,0,0,0,0
78500,2016-01-13 14:22:35,2016-01-17 14:22:35,0,0,0,0,0,0,0
78529,2016-01-13 14:29:24,2016-01-17 14:29:24,0,0,0,0,0,0,0
78519,2016-01-13 14:26:58,2016-01-17 14:26:58,0,0,0,0,0,0,0
78601,2016-01-13 14:44:52,2016-01-17 14:44:52,0,0,0,0,0,0,0
78819,2016-01-13 15:39:49,2016-01-17 15:39:49,0,0,0,0,0,0,0
78909,2016-01-13 16:00:14,NULL,0,0,0,0,0,0,0
79000,2016-01-13 16:24:07,NULL,0,0,0,0,0,0,0
79145,2016-01-13 17:01:01,2016-01-17 17:01:01,0,0,0,0,0,0,0
79179,2016-01-13 17:12:08,2016-01-17 17:12:08,0,0,0,0,0,0,0
79159,2016-01-13 17:04:43,2016-01-17 17:04:43,0,0,0,0,0,0,0
79291,2016-01-13 17:37:41,2016-01-17 17:37:41,0,0,0,0,0,0,0
79240,2016-01-13 17:27:12,2016-01-17 17:27:12,0,0,0,0,0,0,0
79001,2016-01-13 17:40:03,2016-01-17 17:40:03,0,0,0,0,0,0,0
79045,2016-01-13 17:49:37,2016-01-17 17:49:37,0,0,0,0,0,0,0
79067,2016-01-13 17:58:30,2016-07-15 15:36:30,1,1,1,1,1,0,0
79445,2016-01-13 18:19:16,NULL,0,0,0,0,0,0,0
79465,2016-01-13 18:23:12,NULL,0,0,0,0,0,0,0
79740,2016-01-13 19:47:22,2016-01-17 19:47:22,0,0,0,0,0,0,0
79700,2016-01-13 19:45:57,2016-01-17 19:45:57,0,0,0,0,0,0,0
80175,2016-01-13 22:12:14,NULL,0,0,0,0,0,0,0
80271,2016-01-13 22:45:16,2016-01-17 22:45:16,0,0,0,0,0,0,0
80085,2016-01-13 23:31:13,NULL,0,0,0,0,0,0,0
80459,2016-01-13 23:58:25,NULL,0,0,0,0,0,0,0
80451,2016-01-13 23:54:35,2016-01-17 23:54:35,0,0,0,0,0,0,0
80769,2016-01-14 02:50:48,2016-01-18 02:50:48,0,0,0,0,0,0,0
80915,2016-01-14 04:23:31,2016-01-18 04:23:31,0,0,0,0,0,0,0
81005,2016-01-14 05:25:25,NULL,0,0,0,0,0,0,0
81141,2016-01-14 06:38:27,2016-01-18 06:38:27,0,0,0,0,0,0,0
81180,2016-01-14 07:10:50,2016-01-18 07:10:50,0,0,0,0,0,0,0
81279,2016-01-14 07:50:33,2016-01-18 07:50:33,0,0,0,0,0,0,0
81427,2016-01-14 08:55:57,2016-01-18 08:55:57,0,0,0,0,0,0,0
81870,2016-01-14 11:21:48,2016-01-18 11:21:48,0,0,0,0,0,0,0
81925,2016-01-14 11:31:33,2016-01-18 11:31:33,0,0,0,0,0,0,0
82080,2016-01-14 12:04:28,2016-01-18 12:04:28,0,0,0,0,0,0,0
82047,2016-01-14 12:56:21,2016-01-18 12:56:21,0,0,0,0,0,0,0
82517,2016-01-14 13:39:05,2016-01-18 13:39:05,0,0,0,0,0,0,0
82599,2016-01-14 14:01:11,2016-01-18 14:01:11,0,0,0,0,0,0,0
82801,2016-01-14 15:02:16,2016-01-18 15:02:16,0,0,0,0,0,0,0
82970,2016-01-14 15:43:17,NULL,0,0,0,0,0,0,0
82967,2016-01-14 15:42:42,2016-01-18 15:42:42,0,0,0,0,0,0,0
80107,2016-01-14 16:31:00,NULL,0,0,0,0,0,0,0
80159,2016-01-14 16:41:27,2016-01-18 16:41:27,0,0,0,0,0,0,0
80119,2016-01-14 16:34:04,NULL,0,0,0,0,0,0,0
80200,2016-01-14 17:03:33,2016-01-18 17:03:33,0,0,0,0,0,0,0
80265,2016-01-14 17:11:58,2016-01-18 17:11:58,0,0,0,0,0,0,0
80020,2016-01-14 17:40:40,NULL,0,0,0,0,0,0,0
80420,2016-01-14 18:27:02,NULL,0,0,0,0,0,0,0
80509,2016-01-14 19:04:25,2016-01-18 19:04:25,0,0,0,0,0,0,0
80700,2016-01-14 20:15:42,2016-01-18 20:15:42,0,0,0,0,0,0,0
80797,2016-01-14 20:41:41,2016-01-18 20:41:41,0,0,0,0,0,0,0
80845,2016-01-14 21:02:00,2016-01-18 21:02:00,0,0,0,0,0,0,0
84251,2016-01-14 23:53:22,NULL,0,0,0,0,0,0,0
84069,2016-01-15 00:55:54,2016-01-19 00:55:54,0,0,0,0,0,0,0
84410,2016-01-15 01:23:42,NULL,0,0,0,0,0,0,0
84511,2016-01-15 03:12:00,2016-01-19 03:12:00,0,0,0,0,0,0,0
84707,2016-01-15 05:52:55,2016-01-19 05:52:55,0,0,0,0,0,0,0
85017,2016-01-15 08:23:59,NULL,0,0,0,0,0,0,0
85151,2016-01-15 09:17:44,2016-01-19 09:17:44,0,0,0,0,0,0,0
85141,2016-01-15 09:12:43,2016-01-19 09:12:43,0,0,0,0,0,0,0
85147,2016-01-15 09:15:16,NULL,0,0,0,0,0,0,0
85299,2016-01-15 10:11:42,2016-01-19 10:11:42,1,1,1,0,0,0,1
85529,2016-01-15 11:27:21,2016-01-19 11:27:21,0,0,0,0,0,0,0
85861,2016-01-15 13:32:50,2016-01-19 13:32:50,0,0,0,0,0,0,0
86100,2016-01-15 14:33:10,2016-01-19 14:33:10,0,0,0,0,0,0,0
86205,2016-01-15 14:42:38,2016-01-19 14:42:38,0,0,0,0,0,0,0
86177,2016-01-15 14:39:33,2016-01-19 14:39:33,0,0,0,0,0,0,0
86165,2016-01-15 14:38:14,2016-01-19 14:38:14,0,0,0,0,0,0,0
86151,2016-01-15 14:36:59,2016-01-19 14:36:59,0,0,0,0,0,0,0
86101,2016-01-15 14:35:28,NULL,0,0,0,0,0,0,0
86025,2016-01-15 14:49:57,2016-01-19 14:49:57,0,0,0,0,0,0,0
86477,2016-01-15 15:03:49,2016-01-19 15:03:49,0,0,0,0,0,0,0
86415,2016-01-15 15:00:11,2016-01-19 15:00:11,0,0,0,0,0,0,0
86001,2016-01-15 14:50:12,2016-01-19 14:50:12,0,0,0,0,0,0,0
86680,2016-01-15 15:16:48,2016-01-19 15:16:48,0,0,0,0,0,0,0
86665,2016-01-15 15:15:18,2016-01-19 15:15:18,0,0,0,0,0,0,0
87110,2016-01-15 15:40:28,NULL,0,0,0,0,0,0,0
86955,2016-01-15 15:30:46,2016-01-19 15:30:46,0,0,0,0,0,0,0
87009,2016-01-15 15:33:32,NULL,0,0,0,0,0,0,0
87025,2016-01-15 15:57:15,2016-01-19 15:57:15,0,0,0,0,0,0,0
87575,2016-01-15 16:22:10,2016-01-19 16:22:10,0,0,0,0,0,0,0
87565,2016-01-15 16:21:00,2016-01-19 16:21:00,0,0,0,0,0,0,0
87827,2016-01-15 16:46:40,2016-01-19 16:46:40,0,0,0,0,0,0,0
88029,2016-01-15 17:06:34,2016-01-19 17:06:34,0,0,0,0,0,0,0
87891,2016-01-15 16:50:50,NULL,0,0,0,0,0,0,0
88070,2016-01-15 17:11:37,2016-01-19 17:11:37,0,0,0,0,0,0,0
88289,2016-01-15 17:40:59,2016-01-19 17:40:59,0,0,0,0,0,0,0
88081,2016-01-15 17:55:16,2016-01-19 17:55:16,0,0,0,0,0,0,0
88497,2016-01-15 18:13:37,2016-01-19 18:13:37,0,0,0,0,0,0,0
88485,2016-01-15 18:11:58,2016-01-19 18:11:58,0,0,0,0,0,0,0
88770,2016-01-15 19:03:26,2016-01-19 19:03:26,0,0,0,0,0,0,0
88709,2016-01-15 18:50:14,2016-01-19 18:50:14,0,0,0,0,0,0,0
88901,2016-01-15 19:29:50,2016-01-19 19:29:50,0,0,0,0,0,0,0
88849,2016-01-15 19:16:45,NULL,0,0,0,0,0,0,0
89055,2016-01-15 19:55:35,NULL,0,0,0,0,0,0,0
89240,2016-01-15 20:41:18,2016-01-19 20:41:18,0,0,0,0,0,0,0
89049,2016-01-15 21:06:59,2016-01-19 21:06:59,0,0,0,0,0,0,0
89687,2016-01-15 22:25:38,NULL,0,0,0,0,0,0,0
89770,2016-01-15 22:45:49,2016-01-19 22:45:49,0,0,0,0,0,0,0
89859,2016-01-15 23:08:24,2016-01-19 23:08:24,0,0,0,0,0,0,0
89851,2016-01-15 23:06:24,2016-01-19 23:06:24,0,0,0,0,0,0,0
90079,2016-01-16 00:09:46,NULL,0,0,0,0,0,0,0
90019,2016-01-15 23:51:05,2016-01-19 23:51:05,0,0,0,0,0,0,0
90151,2016-01-16 00:34:43,2016-01-20 00:34:43,0,0,0,0,0,0,0
90170,2016-01-16 00:45:29,2016-01-20 00:45:29,0,0,0,0,0,0,0
90009,2016-01-16 01:30:51,2016-01-20 01:30:51,0,0,0,0,0,0,0
90050,2016-01-16 01:50:39,2016-01-20 01:50:39,0,0,0,0,0,0,0
90090,2016-01-16 02:02:43,2016-01-20 02:02:43,0,0,0,0,0,0,0
90520,2016-01-16 02:51:40,NULL,0,0,0,0,0,0,0
90495,2016-01-16 02:42:59,2016-01-20 02:42:59,0,0,0,0,0,0,0
90470,2016-01-16 02:36:42,NULL,0,0,0,0,0,0,0
90700,2016-01-16 04:27:04,NULL,0,0,0,0,0,0,0
91020,2016-01-16 06:56:22,2016-01-20 06:56:22,0,0,0,0,0,0,0
91147,2016-01-16 07:34:46,NULL,0,0,0,0,0,0,0
91107,2016-01-16 07:31:41,2016-01-20 07:31:41,0,0,0,0,0,0,0
91299,2016-01-16 08:34:34,2016-01-20 08:34:34,0,0,0,0,0,0,0
91005,2016-01-16 08:35:13,NULL,0,0,0,0,0,0,0
91407,2016-01-16 09:11:45,NULL,0,0,0,0,0,0,0
91479,2016-01-16 09:35:58,NULL,0,0,0,0,0,0,0
91429,2016-01-16 09:19:11,2016-08-12 08:04:09,1,1,0,0,0,0,0
91489,2016-01-16 09:41:03,2016-01-20 09:41:03,0,0,0,0,0,0,0
91820,2016-01-16 11:48:52,2016-01-20 11:48:52,0,0,0,0,0,0,0
91799,2016-01-16 11:42:40,NULL,0,0,0,0,0,0,0
91865,2016-01-16 12:08:38,2016-01-20 12:08:38,0,0,0,0,0,0,0
91907,2016-01-16 12:21:57,2016-01-20 12:21:57,0,0,0,0,0,0,0
92665,2016-01-16 16:52:51,NULL,0,0,0,0,0,0,0
92717,2016-01-16 17:09:37,2016-01-20 17:09:37,0,0,0,0,0,0,0
92845,2016-01-16 17:55:18,NULL,0,0,0,0,0,0,0
92879,2016-01-16 18:03:59,NULL,0,0,0,0,0,0,0
90101,2016-01-16 19:22:06,2016-01-20 19:22:06,0,0,0,0,0,0,0
90180,2016-01-16 19:50:26,2016-01-20 19:50:26,0,0,0,0,0,0,0
90491,2016-01-16 21:15:28,2016-01-20 21:15:28,0,0,0,0,0,0,0
90895,2016-01-16 22:52:59,2016-01-20 22:52:59,0,0,0,0,0,0,0
94005,2016-01-16 23:33:59,2016-01-20 23:33:59,0,0,0,0,0,0,0
94047,2016-01-16 23:50:14,NULL,0,0,0,0,0,0,0
94220,2016-01-17 00:52:32,2016-01-21 00:52:32,0,0,0,0,0,0,0
94249,2016-01-17 01:03:54,NULL,0,0,0,0,0,0,0
94019,2016-01-17 01:27:54,2016-01-21 01:27:54,0,0,0,0,0,0,0
94000,2016-01-17 01:20:19,2016-01-21 01:20:19,0,0,0,0,0,0,0
94075,2016-01-17 02:00:14,NULL,0,0,0,0,0,0,0
94760,2016-01-17 05:34:49,2016-01-21 05:34:49,0,0,0,0,0,0,0
94810,2016-01-17 05:58:03,NULL,0,0,0,0,0,0,0
94801,2016-01-17 05:53:11,NULL,0,0,0,0,0,0,0
95115,2016-01-17 08:22:44,NULL,0,0,0,0,0,0,0
95145,2016-01-17 08:34:22,2016-01-21 08:34:22,0,0,0,0,0,0,0
95211,2016-01-17 09:00:46,2016-01-21 09:00:46,0,0,0,0,0,0,0
95261,2016-01-17 09:20:05,NULL,0,0,0,0,0,0,0
